email,Location,Timestamp,Unit Price,Max_unit_price,Products List
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,90,90,Carrot
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,90,90,Carrot
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,90,90,Carrot
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,95,95,Carrot
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 5 Suk Lideta,2024-01-23 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-01-30 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-01-30 8:00:00,65,65,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,65,65,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,70,70,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,50,50,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,70,70,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,65,65,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,60,60,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,70,70,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,110,110,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,90,90,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,90,90,Carrot
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,100,100,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,90,90,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,70,70,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,90,90,Carrot
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,75,75,Carrot
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,80,80,Carrot
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 1 supermarket Queens,2024-01-23 8:00:00,49,49,Carrot
Lia,benchmark location 1 supermarket Queens,2024-01-30 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-01-30 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,40,40,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,45,45,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-13 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-13 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-20 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-20 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-27 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-02-27 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-05 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-05 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,50,50,Carrot
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,65,65,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-02 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-02 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,75,75,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,75,75,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-23 8:00:00,80,80,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-23 8:00:00,70,70,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,60,60,Carrot
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,60,60,Carrot
Lia,benchmark location 1 supermarket Queens,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 1 supermarket Queens,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-01-02 8:00:00,40,40,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-01-02 8:00:00,40,40,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-01-23 8:00:00,47,47,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-01-30 8:00:00,42,42,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-06 8:00:00,42.3,42.3,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-13 8:00:00,42,42,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-13 8:00:00,55.66,55.66,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-20 8:00:00,55.66,55.66,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-20 8:00:00,55.66,55.66,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-27 8:00:00,55.66,55.66,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-02-27 8:00:00,59.46,59.46,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-05 8:00:00,59.49,59.49,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-12 8:00:00,59.58,59.58,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-12 8:00:00,59.58,59.58,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-19 8:00:00,70,70,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-19 8:00:00,52,52,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-26 8:00:00,75,75,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-03-26 8:00:00,80,80,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-02 8:00:00,80,80,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-02 8:00:00,75,75,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-09 8:00:00,75,75,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-09 8:00:00,75,75,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-16 8:00:00,51,51,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-16 8:00:00,74.8,74.8,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-23 8:00:00,66,66,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-23 8:00:00,63.48,63.48,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-30 8:00:00,69,69,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-04-30 8:00:00,69,69,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-05-07 8:00:00,70,70,Carrot
Lia,benchmark location 2 supermarket Purpose black,2024-05-07 8:00:00,69.3,69.3,Carrot
Lia,benchmark location 1 Sunday market Piaza,2024-02-06 8:00:00,110,110,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-02-20 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-02-27 8:00:00,100,100,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-03-05 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-03-12 8:00:00,85,85,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-03-19 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-03-26 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-04-02 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-04-09 8:00:00,100,100,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-04-16 8:00:00,80,80,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-04-23 8:00:00,60,60,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-04-30 8:00:00,80,80,Chilly Green
Lia,benchmark location 1 Sunday market Piaza,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-01-02 8:00:00,37,37,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-02-06 8:00:00,120,120,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-02-13 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-02-20 8:00:00,95,95,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-02-27 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-03-05 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-03-12 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-03-19 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-03-26 8:00:00,120,120,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-04-02 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-04-09 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-04-16 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-04-23 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-04-30 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Sunday market Bole,2024-05-07 8:00:00,75,75,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-02-06 8:00:00,110,110,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-02-13 8:00:00,100,100,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-02-20 8:00:00,95,95,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-03-05 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-03-12 8:00:00,100,100,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-03-19 8:00:00,100,100,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-03-26 8:00:00,100,100,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-04-02 8:00:00,80,80,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-04-09 8:00:00,80,80,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-04-16 8:00:00,85,85,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-04-23 8:00:00,75,75,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-04-30 8:00:00,78,78,Chilly Green
Lia,benchmark location 3 Sunday market Gerji,2024-05-07 8:00:00,75,75,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-01-02 8:00:00,40,40,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-01-30 8:00:00,140,140,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-06 8:00:00,170,170,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-06 8:00:00,110,110,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-13 8:00:00,110,110,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-13 8:00:00,140,140,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-20 8:00:00,150,150,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-20 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-05 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-05 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-12 8:00:00,130,130,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-12 8:00:00,100,100,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-19 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-19 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-26 8:00:00,130,130,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-03-26 8:00:00,140,140,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-02 8:00:00,140,140,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-02 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-09 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-09 8:00:00,80,80,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-16 8:00:00,120,120,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-16 8:00:00,100,100,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-23 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-23 8:00:00,80,80,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-30 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-04-30 8:00:00,160,160,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-05-07 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 Suk Bole,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-01-30 8:00:00,170,170,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-06 8:00:00,140,140,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-06 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-13 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-13 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-20 8:00:00,130,130,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-20 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-02-27 8:00:00,115,115,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-05 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-05 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-12 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-12 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-19 8:00:00,120,120,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-19 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-26 8:00:00,120,120,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-03-26 8:00:00,115,115,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-02 8:00:00,110,110,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-09 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-09 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-16 8:00:00,100,100,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-16 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-23 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-23 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-30 8:00:00,70,70,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-04-30 8:00:00,70,70,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 2 Suk Gulele,2024-05-07 8:00:00,70,70,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-01-30 8:00:00,200,200,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-06 8:00:00,200,200,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-06 8:00:00,170,170,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-13 8:00:00,110,110,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-13 8:00:00,150,150,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-20 8:00:00,150,150,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-20 8:00:00,100,100,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-02-27 8:00:00,110,110,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-05 8:00:00,120,120,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-05 8:00:00,120,120,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-12 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-12 8:00:00,140,140,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-19 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-19 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-26 8:00:00,120,120,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-03-26 8:00:00,70,70,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-02 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-02 8:00:00,80,80,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-09 8:00:00,80,80,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-09 8:00:00,70,70,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-16 8:00:00,79,79,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-16 8:00:00,60,60,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-23 8:00:00,60,60,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-23 8:00:00,60,60,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-30 8:00:00,60,60,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-04-30 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-05-07 8:00:00,90,90,Chilly Green
Lia,benchmark location 3 Suk Yeka,2024-05-07 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-01-30 8:00:00,200,200,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-06 8:00:00,140,140,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-06 8:00:00,140,140,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-13 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-13 8:00:00,130,130,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-20 8:00:00,125,125,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-20 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-02-27 8:00:00,100,100,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-05 8:00:00,100,100,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-05 8:00:00,110,110,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-12 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-12 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-19 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-19 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-26 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-03-26 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-02 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-02 8:00:00,100,100,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-09 8:00:00,85,85,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-09 8:00:00,80,80,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-16 8:00:00,120,120,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-16 8:00:00,70,70,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,60,60,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-23 8:00:00,80,80,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,100,100,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-04-30 8:00:00,90,90,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 4 Suk Arada,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-01-30 8:00:00,170,170,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,200,200,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-06 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,130,130,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-13 8:00:00,140,140,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,135,135,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-20 8:00:00,120,120,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,120,120,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-02-27 8:00:00,130,130,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,120,120,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-05 8:00:00,100,100,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,80,80,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-12 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,120,120,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-19 8:00:00,85,85,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,125,125,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-03-26 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-02 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-09 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-16 8:00:00,60,60,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-23 8:00:00,70,70,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,90,90,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-04-30 8:00:00,80,80,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,80,80,Chilly Green
Lia,benchmark location 5 Suk Lideta,2024-05-07 8:00:00,70,70,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-01-30 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-06 8:00:00,70,70,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-13 8:00:00,90,90,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-20 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-27 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-02-27 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-05 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-05 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-12 8:00:00,110,110,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-19 8:00:00,105,105,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,110,110,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-03-26 8:00:00,49,49,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-02 8:00:00,37,37,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-02 8:00:00,37,37,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,50,50,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-09 8:00:00,50,50,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,39,39,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-16 8:00:00,39,39,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-23 8:00:00,93,93,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-23 8:00:00,93,93,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,93,93,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-04-30 8:00:00,93,93,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-05-07 8:00:00,93,93,Chilly Green
Lia,benchmark location 1 supermarket Queens,2024-05-07 8:00:00,90,90,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-01-02 8:00:00,40,40,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-02-13 8:00:00,92,92,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-02-13 8:00:00,69.57,69.57,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-02-20 8:00:00,70,70,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-02-27 8:00:00,69,69,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-02-27 8:00:00,43,43,Chilly Green
Lia,benchmark location 2 supermarket Purpose black,2024-03-05 8:00:00,43,43,Chilly Green
